TruckSID;ActualWeightFront;ActualWeightBack;ActualWeightTotal;Engine;Transmission;FrontAxlePosition;WheelBase;Overhang;FrameRails;Liner;FrontEndExt;Cab;RearAxels;RearSusp;FrontSusp;RearWheels;RearTires;FrontWheels;FrontTires;TagAxle;EngineFamily;TransmissionFamily
32055;10910;6450;17360;1012020;2700027;3690005;210;104;403012;404998;4070004;5000001;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D102;270C25
30024;10460;6230;16690;1012011;2700027;3690005;210;86;403012;404998;4070004;5000002;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
30902;11100;6690;17790;1012002;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
29471;10530;6100;16630;1012002;2700021;3690005;216;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
35441;10280;6780;17060;1012011;2700022;3690005;210;80;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31311;9760;7500;17260;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
30706;10540;5690;16230;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
33160;11440;7170;18610;1012003;2700028;3690005;207;80;403012;404998;4070005;5000002;3300041;3500014;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
30373;10240;6130;16370;1012011;2700022;3690005;210;68;403012;404998;4070004;5000001;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
32957;9830;8470;18300;1012011;2700022;3690005;186;104;403011;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35539;10270;6690;16960;1012011;2700022;3690005;201;62;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29354;10380;7000;17380;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35641;10730;6320;17050;1012002;2700022;3690005;219;3618545;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
29198;11980;7370;19350;1012019;2700028;3690005;231;104;403012;404002;4070004;5000007;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D102;270C25
29862;10780;7090;17870;1012011;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933469;9050015;930469;3P1998;101D100;270C25
26830;9590;7120;16710;1010026;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D56;270C24
31225;11240;8380;19620;1012019;2700028;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28393;11420;8710;20130;1010060;2700028;3690005;195;98;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D67;270C25
29377;10330;6970;17300;1012019;2700028;3690005;192;110;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28318;11020;6620;17640;1012002;2700022;3690005;213;62;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D97;270C24
29261;10718;8780;19498;1012019;2700028;3690005;195;98;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28831;10440;6010;16450;1012011;2700022;3690005;201;62;403011;404002;4070004;5000001;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
28770;11450;6900;18350;1012003;2700028;3690005;180;62;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
32808;10560;6710;17270;1012002;2700022;3690005;219;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
30153;11190;6830;18020;1012003;2700027;3690005;210;104;403012;404998;4070004;5000001;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C25
29313;10360;6660;17020;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
28239;10440;5650;16090;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
30440;10190;7380;17570;1012011;2700021;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
35479;11830;7470;19300;1012019;2700028;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28279;10370;6530;16900;1012011;2700022;3690005;195;62;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
29520;11460;6960;18420;1012002;2700028;3690005;219;3618545;403012;404002;4070004;5000003;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30929;10410;6440;16850;1012011;2700022;3690005;207;86;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35892;9500;7750;17250;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9142005;933469;9052003;930469;3P1998;101D100;270C24
31955;11380;7560;18940;1012002;2700028;3690005;204;98;403012;404002;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
32135;10660;7290;17950;1012011;2700028;3690005;195;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D100;270C25
29123;11380;6430;17810;1012002;2700028;3690005;180;62;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
29302;10320;6230;16550;1012011;2700028;3690005;219;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140005;933062;9052003;930469;3P1998;101D100;270C25
36152;12100;7240;19340;1012019;2700028;3690005;246;74;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050017;930821;3P1998;101D102;270C25
32932;10850;9430;20280;1012019;2700028;3690005;186;104;403011;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
28259;10690;6250;16940;1012011;2700022;3690005;216;74;403011;404002;4070004;5000002;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
28433;11930;6840;18770;1012019;2700028;3690005;204;104;403012;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
29108;11070;6940;18010;1012002;2700028;3690005;219;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30974;11890;7200;19090;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31826;10440;6680;17120;1012011;2700022;3690005;222;56;403012;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
35355;9790;8640;18430;1012011;2700022;3690005;198;104;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31055;11280;7840;19120;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
31178;10620;6930;17550;1012011;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
35017;10290;9150;19440;1012011;2700022;3690005;198;104;403011;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P10008;101D100;270C24
34509;11680;7210;18890;1012002;2700028;3690005;219;74;403012;404002;4070004;5000003;330444;3500004;3700002;9140014;933063;9050015;930469;3P1998;101D97;270C25
34488;11050;7080;18130;1012002;2700028;3690005;216;68;403012;404998;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
26851;10280;7000;17280;1010026;2700022;3690005;222;104;403012;404002;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D56;270C24
29401;10850;6150;17000;1012002;2700021;3690005;226;104;4030004;404001;4070004;5000004;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
28963;11470;8720;20190;1012019;2700028;3690005;195;98;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D102;270C25
28954;11370;6490;17860;1012002;2700028;3690005;216;68;403012;404002;4070004;5000003;330444;3500004;3700002;9140033;9330002;9052003;930469;3P1998;101D97;270C25
35339;10130;8680;18810;1012002;2700022;3690005;198;104;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D97;270C24
35520;11910;7390;19300;1012019;2700028;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
30554;10770;6210;16980;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
26721;10320;6260;16580;1010026;2700022;3690005;216;74;403011;404002;4070004;5000002;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D56;270C24
29649;9740;8520;18260;1012011;2700022;3690005;198;104;403011;404998;4070004;5000002;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28342;10320;6230;16550;1012011;2700022;3690005;210;74;403011;404002;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29849;10180;6170;16350;1012011;2700022;3690005;210;68;403012;404998;4070004;5000002;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
30201;11160;6730;17890;1012002;2700021;3690005;226;104;4030004;404001;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
35218;10530;7150;17680;1012011;2700022;3690005;213;104;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
29880;10670;7090;17760;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
26824;9650;8200;17850;1010026;2700022;3690005;195;104;403011;404998;4070004;5000002;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D56;270C24
33074;10260;6750;17010;1012011;2700022;3690005;201;104;403012;404998;4070004;5000002;3300041;3500014;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
30904;9840;8510;18350;1012011;2700022;3690005;198;104;403012;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
32395;10480;5920;16400;1012002;2700021;3690005;216;68;403012;404998;4070004;5000003;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C24
29274;10270;6240;16510;1012011;2700027;3690005;210;104;403012;404998;4070004;5000001;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
31062;11410;7350;18760;1012002;2700028;3690005;216;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
36225;11300;9250;20550;1012019;2700028;3690005;186;104;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D102;270C25
28287;12490;7100;19590;1010075;2700028;3690005;207;86;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D69;270C25
28753;12720;7490;20210;1010075;2700028;3690005;216;74;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D69;270C25
26701;10360;6030;16390;1010026;2700022;3690005;207;62;403011;404002;4070004;5000001;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D56;270C24
31019;10580;9730;20310;1012011;2700022;3690005;195;104;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P10008;101D100;270C24
33221;10770;6640;17410;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
29372;12420;7990;20410;1012019;2700028;3690005;213;110;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P10008;101D102;270C25
31897;10890;6370;17260;1012011;2700028;3690005;195;68;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D100;270C25
26965;10360;8580;18940;1010026;2700028;3690005;195;98;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D56;270C25
35606;10530;6910;17440;1012011;2700022;3690005;216;68;403012;404998;4070004;5000003;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30511;9940;7780;17720;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
29497;11150;7680;18830;1012019;2700028;3690005;189;104;403012;404998;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D102;270C25
29988;10470;6910;17380;1012011;2700022;3690005;198;104;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30965;11290;8890;20180;1012019;2700028;3690005;186;104;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35589;11030;7370;18400;1012002;2700022;3690005;213;62;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
26953;10200;7820;18020;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
30951;10300;8070;18370;1012011;2700022;3690005;219;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
30009;10890;6190;17080;1012002;2700028;3690005;222;80;403012;404998;4070004;5000003;330444;3500004;3700002;9140005;933469;9052003;930469;3P1998;101D97;270C25
26982;10780;6220;17000;1012002;2700021;3690005;222;68;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
35610;10170;6700;16870;1012011;2700022;3690005;219;80;403012;404002;4070004;5000002;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
31621;10060;6820;16880;1012011;2700022;3690005;210;104;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
29760;10860;6450;17310;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
29726;10750;9210;19960;1012002;2700028;3690005;252;104;403012;404002;4070004;5000003;330507;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
35046;11980;7440;19420;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D102;270C25
31337;10820;6350;17170;1012011;2700028;3690003;209;68;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D100;270C25
26958;10230;7190;17420;1012003;2700027;3690005;186;122;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C25
35265;10240;6030;16270;1012011;2700022;3690005;201;62;403012;404998;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29650;10350;7080;17430;1012011;2700022;3690005;213;104;403011;404002;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
32984;10110;7970;18080;1012011;2700027;3690005;195;104;403012;404998;4070004;5000004;3300041;3500004;3700011;9142003;933469;9052003;930469;3P1998;101D100;270C25
30810;9780;8590;18370;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31219;11950;6770;18720;1012019;2700028;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
31119;10270;8660;18930;1012002;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D97;270C24
31622;9870;8650;18520;1012011;2700022;3690005;195;110;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
35162;10880;7020;17900;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D100;270C25
32108;10140;6060;16200;1012011;2700021;3690005;225;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9140022;933062;9050037;930469;3P1998;101D100;270C24
27090;11410;6230;17640;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
31265;11010;7090;18100;1012002;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D97;270C24
30774;11590;6750;18340;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
31326;9560;7720;17280;1012011;2700022;3690005;195;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
34534;10090;5860;15950;1012011;2700021;3690003;212;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140022;933062;9050037;930469;3P1998;101D100;270C24
29432;10410;6030;16440;1012002;2700021;3690005;210;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
30823;10540;6970;17510;1012011;2700022;3690005;201;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
32941;10930;9210;20140;1012019;2700028;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
30873;10450;6070;16520;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
28524;9650;7840;17490;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28799;11380;7810;19190;1012019;2700028;3690005;189;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D102;270C25
30203;10780;5690;16470;1012002;2700022;3690005;180;80;403012;404998;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D97;270C24
31278;9830;7330;17160;1012011;2700022;3690005;213;104;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
36023;11800;6980;18780;1012019;2700028;3690005;207;86;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D102;270C25
29384;9670;8250;17920;1012011;2700022;3690005;210;74;403011;404002;4070004;5000002;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
30170;10740;5590;16330;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
30720;11810;7100;18910;1012019;2700028;3690005;204;104;403012;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
35054;12030;7510;19540;1012019;2700028;3690005;225;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D102;270C25
29652;10460;7020;17480;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28602;10080;7710;17790;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
30606;9730;7840;17570;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
29793;9940;8520;18460;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35237;10810;6220;17030;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29214;10400;6320;16720;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29495;10290;7400;17690;1012003;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C25
30919;9860;8520;18380;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30726;10310;7200;17510;1012011;2700022;3690005;207;86;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
29855;11120;6790;17910;1012002;2700028;3690005;186;104;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D97;270C25
32144;11180;7220;18400;1012002;2700028;3690005;216;104;403012;404002;4070004;5000003;330444;3500004;3702001;9140014;933062;9050015;930469;3P1998;101D97;270C25
32482;10230;7750;17980;1012003;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C25
28646;11850;7270;19120;1012011;2700027;3690005;198;56;403012;404998;4070004;5000004;3300041;3500003;3700011;9142003;933469;9052003;930469;3P10211;101D100;270C25
35546;10410;6670;17080;1012011;2700022;3690005;201;62;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30346;10820;6760;17580;1012002;2700028;3690005;216;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
28723;10970;7370;18340;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
28920;11010;6870;17880;1012002;2700028;3690005;216;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
29739;9840;7560;17400;1012011;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D100;270C25
30884;10260;6710;16970;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28862;11410;7240;18650;1012002;2700028;3690005;216;68;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28537;9720;8380;18100;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29841;12260;6760;19020;1010075;2700028;3690005;198;110;403012;404002;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D69;270C25
35212;10410;7330;17740;1012011;2700022;3690005;213;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
28603;10860;7060;17920;1012002;2700022;3690005;213;86;403011;404002;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
31821;11120;7270;18390;1012002;2700027;3690005;252;80;403012;404002;4070004;5000002;330444;3500004;3700011;914091;933074;905549;930821;3P1998;101D97;270C25
35447;9910;8730;18640;1012011;2700022;3690005;195;98;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31238;10920;6910;17830;1012002;2700022;3690005;213;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
34436;11560;7060;18620;1012003;2700028;3690005;216;68;403012;404998;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28716;11900;6930;18830;1012020;2700028;3690005;210;104;403012;404998;4070004;5000001;330444;3500004;3700011;9140014;933063;9050017;930821;3P1998;101D102;270C25
30979;10690;7400;18090;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28274;9750;7520;17270;1012011;2700021;3690005;195;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
28978;11060;7470;18530;1012011;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D100;270C25
32054;11570;6350;17920;1012020;2700027;3690005;210;104;403012;404998;4070004;5000001;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D102;270C25
35865;9570;7990;17560;1012011;2700022;3690005;195;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9142005;933469;9052003;930469;3P1998;101D100;270C24
29803;10260;6270;16530;1012011;2700027;3690005;210;86;403012;404998;4070004;5000002;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
30898;11080;6580;17660;1012002;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
29469;10460;6160;16620;1012002;2700021;3690005;216;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
35440;10260;6670;16930;1012011;2700022;3690005;210;80;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31310;9748;6960;16708;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
30705;10370;5880;16250;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
34531;9710;7970;17680;1012011;2700022;3690005;219;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9142003;933469;9052003;930469;3P1998;101D100;270C24
33159;11440;6970;18410;1012003;2700028;3690005;207;80;403012;404998;4070005;5000002;3300041;3500014;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
30372;10200;8820;19020;1012011;2700022;3690005;210;68;403012;404998;4070004;5000001;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
32956;9670;8580;18250;1012011;2700022;3690005;186;104;403011;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35538;10170;6690;16860;1012011;2700022;3690005;201;62;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29353;10340;7030;17370;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35640;10800;6470;17270;1012002;2700022;3690005;219;3618545;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
29197;12100;6980;19080;1012019;2700028;3690005;231;104;403012;404002;4070004;5000007;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D102;270C25
28143;10840;6050;16890;1012002;2700022;3690005;222;80;403012;404998;4070004;5000003;3300041;3500003;3700002;9140022;933062;9050031;930466;3P1998;101D97;270C24
