TruckSID;ActualWeightFront;ActualWeightBack;ActualWeightTotal;Engine;Transmission;FrontAxlePosition;WheelBase;Overhang;FrameRails;Liner;FrontEndExt;Cab;RearAxels;RearSusp;FrontSusp;RearWheels;RearTires;FrontWheels;FrontTires;TagAxle;EngineFamily;TransmissionFamily
31081;11280;8030;19310;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
30580;10720;6660;17380;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
31518;11040;6230;17270;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31816;11210;7430;18640;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30799;11910;7510;19420;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35279;10670;6130;16800;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29228;9690;8280;17970;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30206;10710;6137;16847;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
30017;9960;7940;17900;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
29279;10610;6380;16990;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35386;10100;8710;18810;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28750;11050;7270;18320;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
31174;10150;6870;17020;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31080;11110;7720;18830;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
30579;10810;6320;17130;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33244;10990;6920;17910;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
30235;10220;7500;17720;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31517;10310;8990;19300;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97 ;270C24
31815;11120;7200;18320;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30798;11750;7370;19120;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35278;11500;5980;17480;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29227;9800;8350;18150;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30205;10710;6220;16930;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
30016;10440;6630;17070;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
29278;10520;6410;16930;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35385;9780;8580;18360;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28749;11020;7470;18490;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
31173;10470;6730;17200;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31227;11670;7250;18920;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31079;11310;7640;18950;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
30578;10790;6750;17540;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33243;11050;6800;17850;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
30232;10300;7500;17800;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31516;11040;5670;16710;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31814;11280;6700;17980;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30797;11930;7510;19440;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35277;10410;6070;16480;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29226;9750;8440;18190;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30204;10780;6090;16870;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
30015;10000;7920;17920;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32885;9730;8520;18250;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35259;10620;6360;16980;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29276;10360;6340;16700;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35384;9890;8920;18810;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28748;11090;7510;18600;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
31171;10380;6770;17150;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31224;11930;7190;19120;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31078;11280;7850;19130;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998  ;101D100;270C25
30577;10370;5820;16190;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33242;10930;6830;17760;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
30231;10210;7440;17650;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31515;11020;6030;17050;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31813;11060;7330;18390;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30796;11870;7230;19100;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35276;10370;6060;16430;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29224;9750;8420;18170;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30202;10620;5930;16550;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
30013;9960;8040;18000;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32884;9890;8430;18320;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35258;10430;6500;16930;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29275;10500;6330;16830;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35383;9720;8350;18070;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28747;11130;7520;18650;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
31170;10310;6780;17090;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31157;11870;6340;18210;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31077;11070;7740;18810;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
30576;10720;6180;16900;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33241;10900;6810;17710;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
30230;10050;7560;17610;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31514;11040;6350;17390;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31812;11170;7370;18540;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30795;12040;7590;19630;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
35275;10490;5950;16440;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29223;9760;8110;17870;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30200;10710;6670;17380;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
28644;9990;7950;17940;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32883;9910;8460;18370;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35257;10650;6250;16900;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29265;10490;6250;16740;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35382;9850;8750;18600;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28746;11300;7430;18730;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
29336;10490;6560;17050;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31000;11840;7190;19030;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31076;11260;7840;19100;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
33083;10470;6870;17340;1012011;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
30575;10730;6720;17450;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33240;10870;6760;17630;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
29819;10140;7590;17730;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31513;11060;6740;17800;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
34545;10170;6090;16260;1012011;2700021;3690005;225;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9140022;933062;9050037;930469;3P1998;101D100;270C24
30504;11290;7430;18720;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30794;11940;7320;19260;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
30844;10320;6860;17180;1012011;2700022;3690005;201;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35274;10250;6120;16370;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29221;9740;7600;17340;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30199;10690;6520;17210;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
28643;9970;7870;17840;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32882;9780;8430;18210;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35256;10900;6190;17090;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29262;10400;6280;16680;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35381;10040;8640;18680;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28745;10890;7450;18340;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
31034;10380;6870;17250;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29335;10190;6720;16910;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30999;11900;7050;18950;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31074;11190;7930;19120;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
33082;10820;6860;17680;1012011;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
30574;10420;6240;16660;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33239;10870;6880;17750;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
29814;10160;7550;17710;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31512;11080;6420;17500;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31010;9860;7710;17570;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
34544;10200;6040;16240;1012011;2700021;3690005;225;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9140022;933062;9050037;930469;3P1998;101D100;270C24
30503;11230;7440;18670;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30793;11970;7150;19120;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
30843;10370;6470;16840;1012011;2700022;3690005;201;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35273;10440;5910;16350;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29219;9620;8390;18010;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
32287;11590;8360;19950;1012019;2700028;3690005;189;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D102;270C25
30198;10480;6860;17340;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
28642;10270;7650;17920;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32881;9620;8580;18200;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35255;10620;6210;16830;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29260;10490;6220;16710;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35380;9790;8850;18640;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998  ;101D100;270C24
28743;11050;7430;18480;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
35580;10400;7330;17730;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31032;10180;6610;16790;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29334;10370;6620;16990;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30998;11920;7320;19240;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31073;11260;7820;19080;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
32500;10480;7010;17490;1012011;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
30573;10860;6670;17530;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33238;10850;6770;17620;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
29813;10120;7150;17270;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31511;10960;5510;16470;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31008;9690;8136;17826;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
34543;10100;6020;16120;1012011;2700021;3690005;225;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9140022;933062;9050037;930469;3P1998;101D100;270C24
30502;11180;7230;18410;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30792;11920;7350;19270;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
30842;10550;6880;17430;1012011;2700022;3690005;201;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35272;10320;5790;16110;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29218;9750;8440;18190;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
32286;11360;8300;19660;1012019;2700028;3690005;189;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D102;270C25
30196;10740;6510;17250;1012002;2700021;3690005;186;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C24
28628;9920;7830;17750;1012011;2700027;3690005;195;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
32880;9800;8440;18240;1012011;2700022;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35254;10630;6460;17090;1012011;2700022;3690005;207;86;403012;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29256;10430;6210;16640;1012011;2700022;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
35379;9780;8720;18500;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
32538;11000;6860;17860;1012002;2700028;3690005;186;104;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D97.;270C25
28742;11070;7550;18620;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
35579;10360;6950;17310;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30739;10240;5960;16200;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
31030;10400;6880;17280;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29333;10460;6530;16990;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30997;12020;7300;19320;1012019;2700028;3690005;207;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
31072;11320;7600;18920;1012011;2700028;3690005;249;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C25
32499;10820;6950;17770;1012011;2700022;3690005;213;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
36029;11470;8970;20440;1012019;2700028;3690005;195;98;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D102;270C25
30572;10810;6600;17410;1012011;2700022;3690005;183;68;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
33237;10870;6810;17680;1012002;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9142003;933063;905549;930821;3P1998;101D97;270C25
29811;10190;7520;17710;1012002;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
31510;10980;6750;17730;1012001;2700022;3690005;216;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
31007;9590;8710;18300;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
34542;10190;6120;16310;1012011;2700021;3690005;225;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9140022;933062;9050037;930469;3P1998;101D100;270C24
30486;11280;7390;18670;1012002;2700028;3690005;219;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30791;11870;7280;19150;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D102;270C25
30840;10370;6960;17330;1012011;2700022;3690005;201;62;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35271;10710;6010;16720;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
29217;9720;7770;17490;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
32195;11350;8250;19600;1012019;2700028;3690005;189;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D102;270C25
